Index,Value,Time,Iterations
769,385375,2.09989957511425e-06,12
770,115828,2.400018274784088e-06,12
771,816902,3.200024366378784e-06,13
772,769105,3.7999125197529793e-06,14
773,6869,2.200016751885414e-06,12
774,608769,2.400018274784088e-06,12
775,402028,2.00001522898674e-06,11
776,878199,4.200031980872154e-06,16
777,187345,2.100015990436077e-06,12
778,577304,4.399917088449001e-06,18
779,323272,4.00003045797348e-06,16
780,236346,2.400018274784088e-06,12
781,446686,3.3999094739556313e-06,13
782,22063,2.600019797682762e-06,12
783,473657,3.100023604929447e-06,14
784,394637,2.599903382360935e-06,14
785,256198,2.400018274784088e-06,12
786,755252,2.600019797682762e-06,12
787,833571,2.400018274784088e-06,12
788,623883,4.00003045797348e-06,16
789,106392,2.500019036233425e-06,12
790,83371,2.600019797682762e-06,12
791,817190,2.500019036233425e-06,12
792,193522,3.600027412176132e-06,14
793,479148,2.900022082030773e-06,12
794,859746,2.09989957511425e-06,12
795,265433,4.00003045797348e-06,14
796,825029,2.900022082030773e-06,14
797,739534,2.599903382360935e-06,9
798,262297,3.100023604929447e-06,14
799,621959,2.800021320581436e-06,8
800,498915,2.7999049052596092e-06,14
801,569737,2.200016751885414e-06,12
802,934571,2.600019797682762e-06,12
803,710138,2.500019036233425e-06,12
804,949242,2.800021320581436e-06,12
805,463246,2.400018274784088e-06,12
806,842480,4.700035788118839e-06,17
807,565407,2.600019797682762e-06,12
808,641993,2.300017513334751e-06,12
809,230945,2.400018274784088e-06,10
810,718384,2.09989957511425e-06,12
811,85286,2.800021320581436e-06,12
812,615707,4.00003045797348e-06,16
813,467972,2.599903382360935e-06,12
814,638596,2.700020559132099e-06,12
815,413788,6.200047209858894e-06,22
816,681640,2.100015990436077e-06,11
817,950090,2.900022082030773e-06,13
818,616231,3.900029696524143e-06,16
819,858765,2.500019036233425e-06,12
820,126780,5.100038833916187e-06,18
821,331831,2.499902620911598e-06,12
822,851724,2.600019797682762e-06,12
823,755316,5.00003807246685e-06,18
824,162520,2.599903382360935e-06,12
825,695958,4.900037311017513e-06,18
826,406460,2.300017513334751e-06,12
827,560765,2.8999056667089462e-06,14
828,51200,2.00001522898674e-06,10
829,92397,3.600027412176132e-06,14
830,998277,2.300017513334751e-06,12
831,983000,3.00002284348011e-06,14
832,790592,3.00002284348011e-06,10
833,781692,3.999914042651653e-06,16
834,139587,2.800021320581436e-06,14
835,122280,4.600035026669502e-06,16
836,547654,2.399901859462261e-06,12
837,451031,2.600019797682762e-06,12
838,620692,3.8000289350748062e-06,16
839,924162,2.199900336563587e-06,12
840,779595,3.00002284348011e-06,14
841,385063,2.500019036233425e-06,12
842,440742,4.799920134246349e-06,18
843,445899,3.200024366378784e-06,14
844,786672,3.200024366378784e-06,14
845,298706,2.6999041438102722e-06,12
846,927564,2.500019036233425e-06,12
847,200375,4.400033503770828e-06,15
848,191572,3.1999079510569572e-06,14
849,7490,3.400025889277458e-06,14
850,471031,2.300017513334751e-06,12
851,489087,2.399901859462261e-06,12
852,44274,2.800021320581436e-06,12
853,753163,4.300032742321491e-06,16
854,485856,3.3999094739556313e-06,14
855,140011,3.8000289350748062e-06,16
856,663527,2.900022082030773e-06,12
857,716459,2.200016751885414e-06,12
858,929136,3.500026650726795e-06,14
859,617943,3.300025127828121e-06,13
860,220344,2.900022082030773e-06,14
861,892455,2.600019797682762e-06,12
862,292931,2.400018274784088e-06,9
863,411350,2.399901859462261e-06,12
864,808234,2.700020559132099e-06,12
865,142994,5.100038833916187e-06,18
866,966115,3.100023604929447e-06,12
867,542342,3.8000289350748062e-06,14
868,25812,3.200024366378784e-06,14
869,710448,3.200024366378784e-06,14
870,231751,3.400025889277458e-06,14
871,49413,4.199915565550327e-06,16
872,696926,5.00003807246685e-06,18
873,927864,2.800021320581436e-06,12
874,72289,2.199900336563587e-06,12
875,579744,3.400025889277458e-06,14
876,873405,2.900022082030773e-06,12
877,979977,4.899920895695686e-06,18
878,690297,4.200031980872154e-06,16
879,639733,3.400025889277458e-06,14
880,397847,4.100031219422817e-06,16
881,946636,2.400018274784088e-06,12
882,575124,2.600019797682762e-06,12
883,268635,3.300025127828121e-06,14
884,617998,2.00001522898674e-06,12
885,604896,3.600027412176132e-06,14
886,409291,2.500019036233425e-06,12
887,780363,2.600019797682762e-06,14
888,443562,3.500026650726795e-06,12
889,311264,2.599903382360935e-06,12
890,946600,4.300032742321491e-06,14
891,859144,4.199915565550327e-06,15
892,21924,2.300017513334751e-06,12
893,303207,2.500019036233425e-06,12
894,780009,4.199915565550327e-06,15
895,763123,2.300017513334751e-06,11
896,323120,2.700020559132099e-06,12
897,259853,3.3999094739556313e-06,16
898,104420,3.500026650726795e-06,16
899,228293,3.300025127828121e-06,14
900,870354,2.299901098012924e-06,12
901,968139,3.200024366378784e-06,14
902,952985,2.900022082030773e-06,14
903,871741,3.0999071896076202e-06,14
904,937268,2.300017513334751e-06,12
905,747749,3.600027412176132e-06,14
906,518006,6.3999323174357414e-06,21
907,731596,3.8000289350748062e-06,16
908,272231,3.7999125197529793e-06,16
909,994529,4.500034265220165e-06,18
910,885231,2.500019036233425e-06,12
911,271448,2.399901859462261e-06,12
912,858338,2.200016751885414e-06,9
913,615325,2.300017513334751e-06,12
914,633077,6.09993003308773e-06,20
915,786265,3.700028173625469e-06,14
916,499900,3.400025889277458e-06,15
917,38772,3.100023604929447e-06,14
918,759896,2.300017513334751e-06,7
919,542836,2.400018274784088e-06,12
920,137325,2.499902620911598e-06,12
921,265455,2.500019036233425e-06,11
922,636111,3.300025127828121e-06,14
923,482259,3.0999071896076202e-06,13
924,330348,2.600019797682762e-06,12
925,318440,4.800036549568176e-06,18
926,564713,2.8999056667089462e-06,13
927,270521,2.800021320581436e-06,14
928,460618,2.600019797682762e-06,13
929,196055,2.09989957511425e-06,12
930,36394,3.8000289350748062e-06,16
931,771377,3.200024366378784e-06,14
932,570547,2.7999049052596092e-06,12
933,857655,2.500019036233425e-06,12
934,729070,2.300017513334751e-06,12
935,601714,3.700028173625469e-06,14
936,784409,3.900029696524143e-06,16
937,751782,3.300025127828121e-06,14
938,65875,2.199900336563587e-06,12
939,325588,2.900022082030773e-06,14
940,892875,2.400018274784088e-06,12
941,617212,8.699949830770493e-06,22
942,393642,2.500019036233425e-06,12
943,781053,2.200016751885414e-06,12
944,293693,6.100046448409557e-06,20
945,229850,2.600019797682762e-06,11
946,2487,2.399901859462261e-06,12
947,668828,3.100023604929447e-06,14
948,506717,2.100015990436077e-06,12
949,480096,2.500019036233425e-06,12
950,182007,2.800021320581436e-06,14
951,588035,2.700020559132099e-06,12
952,227647,2.300017513334751e-06,11
953,392989,2.6999041438102722e-06,14
954,203101,2.500019036233425e-06,10
955,585798,2.900022082030773e-06,14
956,683230,2.6999041438102722e-06,12
957,197371,2.700020559132099e-06,14
958,311916,4.700035788118839e-06,18
959,721339,2.499902620911598e-06,12
960,950742,4.700035788118839e-06,18
961,35129,5.699926987290382e-06,22
962,826774,3.100023604929447e-06,14
963,257257,2.900022082030773e-06,14
964,775344,2.800021320581436e-06,14
965,588785,5.600042641162872e-06,20
966,296104,3.00002284348011e-06,14
967,600887,3.999914042651653e-06,16
968,531252,2.600019797682762e-06,12
969,366646,4.900037311017513e-06,18
970,335722,3.600027412176132e-06,14
971,664381,3.200024366378784e-06,14
972,733462,4.799920134246349e-06,18
973,221154,5.200039595365524e-06,18
974,811469,2.400018274784088e-06,12
975,89364,2.500019036233425e-06,12
976,238365,3.200024366378784e-06,16
977,567285,2.700020559132099e-06,13
978,97065,2.6999041438102722e-06,13
979,121944,2.800021320581436e-06,14
980,87708,4.300032742321491e-06,18
981,72862,5.699926987290382e-06,19
982,882132,3.700028173625469e-06,16
983,827250,5.899928510189056e-06,22
984,378587,3.700028173625469e-06,14
985,763327,3.500026650726795e-06,14
986,153824,3.900029696524143e-06,16
987,619913,3.8000289350748062e-06,16
988,426866,2.7999049052596092e-06,14
989,241741,2.200016751885414e-06,10
990,901935,4.200031980872154e-06,16
991,603525,2.400018274784088e-06,12
992,375368,3.600027412176132e-06,16
993,253070,2.400018274784088e-06,12
994,379692,2.100015990436077e-06,12
995,441861,2.09989957511425e-06,12
996,699495,3.100023604929447e-06,14
997,944779,3.100023604929447e-06,14
998,722725,3.999914042651653e-06,15
999,121352,3.200024366378784e-06,14
1000,603268,3.100023604929447e-06,14
